trade_type,acct_num,sec_symbol,trade_date,trade_lot,transaction_id
BUY,CO-99455,MSFT,2016-04-25,10000,03953790
SELL,CO-99455,MSFT,2016-07-12,10000,03953790
BUY,CO-99455,CMG,2016-05-17,20000,03507651
SELL,CO-99455,CMG,2017-10-20,20000,03507651
BUY,CO-99455,NKE,2016-06-21,50000,06086930
SELL,CO-99455,NKE,2016-08-11,50000,06086930
BUY,CO-99455,MSFT,2016-07-18,80000,09170191
SELL,CO-99455,MSFT,2016-12-06,80000,09170191
BUY,CO-99455,UA,2016-07-15,80000,06639560
SELL,CO-99455,UA,2017-01-23,80000,06639560
BUY,CO-99455,AMD,2016-06-27,40000,04450649
SELL,CO-99455,AMD,2017-02-16,40000,04450649
BUY,CO-99455,DIS,2016-06-28,90000,03444737
SELL,CO-99455,DIS,2017-06-15,90000,03444737
BUY,CO-99455,SQ,2016-07-06,60000,09648909
SELL,CO-99455,SQ,2017-05-30,60000,09648909
BUY,CO-99455,COF,2016-04-25,80000,08397564
SELL,CO-99455,COF,2017-11-08,80000,08397564
BUY,CO-99455,UA,2016-06-21,20000,05322208
SELL,CO-99455,UA,2017-06-21,20000,05322208
BUY,CO-99455,COF,2016-06-01,70000,08975838
SELL,CO-99455,COF,2016-08-01,70000,08975838
BUY,CO-99455,INTC,2016-07-21,60000,08442893
SELL,CO-99455,INTC,2018-01-26,60000,08442893
BUY,CO-99455,AMD,2016-06-03,50000,09055807
SELL,CO-99455,AMD,2016-08-15,50000,09055807
BUY,CO-99455,COF,2016-07-25,40000,09505576
SELL,CO-99455,COF,2017-08-21,40000,09505576
BUY,CO-99455,MSFT,2016-04-27,20000,04356435
SELL,CO-99455,MSFT,2016-09-28,20000,04356435
BUY,CO-99455,DIS,2016-05-19,70000,01811579
SELL,CO-99455,DIS,2017-11-01,70000,01811579
BUY,CO-99455,AMD,2016-05-03,90000,09813740
SELL,CO-99455,AMD,2017-05-12,90000,09813740
BUY,CO-99455,CRM,2016-05-24,20000,07652212
SELL,CO-99455,CRM,2017-12-12,20000,07652212
BUY,CO-99455,SQ,2016-06-01,40000,04518777
SELL,CO-99455,SQ,2017-02-13,40000,04518777
BUY,CO-99455,INTC,2016-08-04,80000,08897258
SELL,CO-99455,INTC,2017-07-17,80000,08897258
BUY,CO-99455,COF,2016-08-04,50000,05049973
SELL,CO-99455,COF,2017-11-14,50000,05049973
BUY,CO-99455,CRM,2016-05-31,60000,09145775
SELL,CO-99455,CRM,2017-03-16,60000,09145775
BUY,CO-99455,INTC,2016-05-31,90000,05315367
SELL,CO-99455,INTC,2017-05-09,90000,05315367
BUY,CO-99455,COF,2016-04-29,90000,02394178
SELL,CO-99455,COF,2016-06-16,90000,02394178
BUY,CO-99455,UA,2016-04-08,20000,08280826
SELL,CO-99455,UA,2016-05-27,20000,08280826
BUY,CO-99455,AMD,2016-07-14,70000,08535453
SELL,CO-99455,AMD,2017-08-07,70000,08535453
BUY,CO-99455,CMG,2016-07-12,30000,07686828
SELL,CO-99455,CMG,2017-12-01,30000,07686828
BUY,CO-99455,AMD,2016-08-10,90000,04846294
SELL,CO-99455,AMD,2017-01-25,90000,04846294
BUY,CO-99455,MSFT,2016-06-27,10000,02015599
SELL,CO-99455,MSFT,2017-03-08,10000,02015599
BUY,CO-99455,MSFT,2016-05-31,10000,03258606
SELL,CO-99455,MSFT,2017-03-10,10000,03258606
BUY,CO-99455,CRM,2016-05-23,90000,03848001
SELL,CO-99455,CRM,2017-08-09,90000,03848001
BUY,CO-99455,AMD,2016-04-06,50000,05794460
SELL,CO-99455,AMD,2016-07-15,50000,05794460
BUY,CO-99455,NKE,2016-08-08,70000,09820987
SELL,CO-99455,NKE,2018-02-26,70000,09820987
BUY,CO-99455,COF,2016-06-02,30000,07289387
SELL,CO-99455,COF,2017-03-09,30000,07289387
BUY,CO-99455,UA,2016-06-10,40000,09520808
SELL,CO-99455,UA,2016-08-23,40000,09520808
BUY,CO-99455,INTC,2016-08-04,20000,09021194
SELL,CO-99455,INTC,2017-11-09,20000,09021194
BUY,CO-99455,DIS,2016-08-08,50000,05395385
SELL,CO-99455,DIS,2017-01-30,50000,05395385
BUY,CO-99455,CRM,2016-06-17,10000,09676600
SELL,CO-99455,CRM,2017-08-11,10000,09676600
BUY,CO-99455,CRM,2016-06-02,40000,04879860
SELL,CO-99455,CRM,2016-10-04,40000,04879860
BUY,CO-99455,NKE,2016-05-06,60000,02955821
SELL,CO-99455,NKE,2016-07-05,60000,02955821
BUY,CO-99455,UA,2016-04-29,90000,02284349
SELL,CO-99455,UA,2017-05-18,90000,02284349
BUY,CO-99455,CMG,2016-04-18,60000,06757417
SELL,CO-99455,CMG,2016-11-18,60000,06757417
BUY,CO-99455,COF,2016-06-09,90000,08064195
SELL,CO-99455,COF,2016-10-05,90000,08064195
BUY,CO-99455,SQ,2016-05-25,50000,08372398
SELL,CO-99455,SQ,2016-07-27,50000,08372398
BUY,CO-99455,AMD,2016-07-20,90000,08835748
SELL,CO-99455,AMD,2017-04-06,90000,08835748
BUY,CO-99455,CMG,2016-04-18,80000,02338758
SELL,CO-99455,CMG,2017-06-15,80000,02338758
BUY,CO-99455,AMD,2016-05-11,50000,07978683
SELL,CO-99455,AMD,2017-08-16,50000,07978683
BUY,CO-99455,CMG,2016-05-03,10000,02477827
SELL,CO-99455,CMG,2016-10-31,10000,02477827
BUY,CO-99455,MSFT,2016-07-18,90000,09473693
SELL,CO-99455,MSFT,2017-11-28,90000,09473693
BUY,CO-99455,UA,2016-05-18,60000,03608786
SELL,CO-99455,UA,2017-07-05,60000,03608786
BUY,CO-99455,MSFT,2016-04-11,60000,07197589
SELL,CO-99455,MSFT,2016-05-25,60000,07197589
BUY,CO-99455,SQ,2016-04-11,50000,05462857
SELL,CO-99455,SQ,2017-07-24,50000,05462857
BUY,CO-99455,DIS,2016-05-10,80000,02887112
SELL,CO-99455,DIS,2017-11-13,80000,02887112
BUY,CO-99455,INTC,2016-08-05,40000,05205804
SELL,CO-99455,INTC,2016-11-02,40000,05205804
BUY,CO-99455,CMG,2016-05-16,90000,09045919
SELL,CO-99455,CMG,2016-08-24,90000,09045919
BUY,CO-99455,NKE,2016-04-26,80000,07827690
SELL,CO-99455,NKE,2017-08-29,80000,07827690
BUY,CO-99455,INTC,2016-04-12,80000,01045122
SELL,CO-99455,INTC,2017-06-16,80000,01045122
BUY,CO-99455,CRM,2016-05-25,10000,09401753
SELL,CO-99455,CRM,2017-02-21,10000,09401753
BUY,CO-99455,CRM,2016-04-28,30000,06248582
SELL,CO-99455,CRM,2017-02-21,30000,06248582
BUY,CO-99455,INTC,2016-07-21,70000,08665121
SELL,CO-99455,INTC,2017-03-24,70000,08665121
BUY,CO-99455,DIS,2016-06-06,30000,06573538
SELL,CO-99455,DIS,2017-07-06,30000,06573538
BUY,CO-99455,CMG,2016-07-20,90000,02247524
SELL,CO-99455,CMG,2017-10-16,90000,02247524
BUY,CO-99455,SQ,2016-04-22,10000,05422082
SELL,CO-99455,SQ,2016-06-09,10000,05422082
BUY,CO-99455,MSFT,2016-04-19,70000,09892179
SELL,CO-99455,MSFT,2017-03-07,70000,09892179
BUY,CO-99455,UA,2016-05-27,20000,09603252
SELL,CO-99455,UA,2017-10-24,20000,09603252
BUY,CO-99455,CMG,2016-05-18,50000,05675386
SELL,CO-99455,CMG,2017-10-06,50000,05675386
BUY,CO-99455,NKE,2016-05-20,60000,09447439
SELL,CO-99455,NKE,2016-09-20,60000,09447439
BUY,CO-99455,CRM,2016-06-23,90000,04296898
SELL,CO-99455,CRM,2016-08-12,90000,04296898
BUY,CO-99455,COF,2016-05-13,60000,04608219
SELL,CO-99455,COF,2017-06-09,60000,04608219
BUY,CO-99455,CMG,2016-06-29,50000,03215644
SELL,CO-99455,CMG,2016-11-29,50000,03215644
BUY,CO-99455,MSFT,2016-05-17,30000,05214175
SELL,CO-99455,MSFT,2016-08-22,30000,05214175
BUY,CO-99455,NKE,2016-04-04,70000,02346375
SELL,CO-99455,NKE,2016-07-18,70000,02346375
BUY,CO-99455,DIS,2016-04-14,70000,03474906
SELL,CO-99455,DIS,2016-08-03,70000,03474906
BUY,CO-99455,CRM,2016-06-21,60000,09685482
SELL,CO-99455,CRM,2017-07-31,60000,09685482
BUY,CO-99455,DIS,2016-06-15,40000,06573871
SELL,CO-99455,DIS,2016-11-21,40000,06573871
BUY,CO-99455,NKE,2016-04-06,40000,09078445
SELL,CO-99455,NKE,2017-07-26,40000,09078445
BUY,CO-99455,UA,2016-07-22,40000,02565399
SELL,CO-99455,UA,2016-10-26,40000,02565399
BUY,CO-99455,NKE,2016-05-05,30000,07620295
SELL,CO-99455,NKE,2017-04-24,30000,07620295
BUY,CO-99455,DIS,2016-05-20,80000,09319613
SELL,CO-99455,DIS,2016-09-08,80000,09319613
BUY,CO-99455,INTC,2016-04-07,50000,04380010
SELL,CO-99455,INTC,2017-09-11,50000,04380010
BUY,CO-99455,CMG,2016-06-29,80000,01830550
SELL,CO-99455,CMG,2017-11-24,80000,01830550
BUY,CO-99455,COF,2016-04-20,20000,06581244
SELL,CO-99455,COF,2017-11-09,20000,06581244
BUY,CO-99455,DIS,2016-06-09,20000,05980966
SELL,CO-99455,DIS,2017-01-03,20000,05980966
BUY,CO-99455,DIS,2016-04-20,30000,06444788
SELL,CO-99455,DIS,2017-10-12,30000,06444788
BUY,CO-99455,COF,2016-04-19,80000,09384913
SELL,CO-99455,COF,2017-11-13,80000,09384913
BUY,CO-99455,MSFT,2016-06-08,90000,03441465
SELL,CO-99455,MSFT,2017-02-01,90000,03441465
BUY,CO-99455,SQ,2016-06-14,80000,02779527
SELL,CO-99455,SQ,2017-04-06,80000,02779527
BUY,CO-99455,COF,2016-05-26,90000,06121383
SELL,CO-99455,COF,2017-10-30,90000,06121383
BUY,CO-99455,SQ,2016-07-06,80000,05050318
SELL,CO-99455,SQ,2017-07-11,80000,05050318
BUY,CO-99455,MSFT,2016-06-22,10000,02686806
SELL,CO-99455,MSFT,2017-12-12,10000,02686806
BUY,CO-99455,CMG,2016-05-04,50000,04312060
SELL,CO-99455,CMG,2017-08-18,50000,04312060
BUY,CO-99455,INTC,2016-06-01,40000,08529331
SELL,CO-99455,INTC,2017-07-11,40000,08529331
BUY,CO-99455,MSFT,2016-04-18,90000,06705767
SELL,CO-99455,MSFT,2017-06-06,90000,06705767
BUY,CO-99455,MSFT,2016-06-10,20000,06788150
SELL,CO-99455,MSFT,2017-02-23,20000,06788150
BUY,CO-99455,CMG,2016-05-16,30000,06768908
SELL,CO-99455,CMG,2017-10-04,30000,06768908
BUY,CO-99455,UA,2016-05-10,10000,03524594
SELL,CO-99455,UA,2016-10-25,10000,03524594
BUY,CO-99455,SQ,2016-07-21,50000,05711217
SELL,CO-99455,SQ,2018-02-20,50000,05711217
BUY,CO-99455,NKE,2016-05-23,10000,01466750
SELL,CO-99455,NKE,2017-11-09,10000,01466750
BUY,CO-99455,SQ,2017-08-16,90000,05573607
SELL,CO-99455,SQ,2019-03-26,90000,05573607
BUY,CO-99455,NKE,2017-08-03,80000,08271035
SELL,CO-99455,NKE,2019-08-12,80000,08271035
BUY,CO-99455,COF,2017-09-25,20000,03565294
SELL,CO-99455,COF,2019-05-10,20000,03565294
BUY,CO-99455,COF,2017-03-15,70000,01393393
SELL,CO-99455,COF,2020-04-30,70000,01393393
BUY,CO-99455,COF,2017-08-31,70000,03923800
SELL,CO-99455,COF,2019-10-02,70000,03923800
BUY,CO-99455,AMD,2017-09-21,10000,01560558
SELL,CO-99455,AMD,2019-09-17,10000,01560558
BUY,CO-99455,SQ,2017-04-17,10000,05583172
SELL,CO-99455,SQ,2019-10-29,10000,05583172
BUY,CO-99455,UA,2017-03-10,60000,08890788
SELL,CO-99455,UA,2019-06-25,60000,08890788
BUY,CO-99455,CRM,2017-08-04,60000,02709681
SELL,CO-99455,CRM,2019-11-29,60000,02709681
BUY,CO-99455,MSFT,2017-01-19,80000,05876477
SELL,CO-99455,MSFT,2018-11-07,80000,05876477
BUY,CO-99455,NKE,2017-09-22,70000,05717205
SELL,CO-99455,NKE,2019-05-13,70000,05717205
BUY,CO-99455,AMD,2017-03-02,30000,08534964
SELL,CO-99455,AMD,2018-10-08,30000,08534964
BUY,CO-99455,INTC,2017-04-25,50000,03909389
SELL,CO-99455,INTC,2020-04-14,50000,03909389
BUY,CO-99455,NKE,2017-10-12,80000,06991998
SELL,CO-99455,NKE,2019-11-25,80000,06991998
BUY,CO-99455,NKE,2017-05-02,40000,09945025
SELL,CO-99455,NKE,2019-03-29,40000,09945025
BUY,CO-99455,CRM,2017-08-08,80000,08533764
SELL,CO-99455,CRM,2020-09-01,80000,08533764
BUY,CO-99455,MSFT,2017-07-25,90000,02795275
SELL,CO-99455,MSFT,2020-03-06,90000,02795275
BUY,CO-99455,AMD,2017-05-22,90000,04519083
SELL,CO-99455,AMD,2019-05-07,90000,04519083
BUY,CO-99455,UA,2017-05-04,80000,02074569
SELL,CO-99455,UA,2019-07-26,80000,02074569
BUY,CO-99455,COF,2017-08-21,70000,06353790
SELL,CO-99455,COF,2020-01-24,70000,06353790
BUY,CO-99455,INTC,2017-03-06,70000,01367887
SELL,CO-99455,INTC,2019-10-02,70000,01367887
BUY,CO-99455,NKE,2017-04-20,10000,09627496
SELL,CO-99455,NKE,2018-11-23,10000,09627496
BUY,CO-99455,CRM,2017-07-14,40000,05950516
SELL,CO-99455,CRM,2019-05-03,40000,05950516
BUY,CO-99455,COF,2017-03-07,50000,01373825
SELL,CO-99455,COF,2018-11-27,50000,01373825
BUY,CO-99455,COF,2017-08-23,80000,02738182
SELL,CO-99455,COF,2020-01-21,80000,02738182
BUY,CO-99455,UA,2017-06-09,30000,05009911
SELL,CO-99455,UA,2020-03-12,30000,05009911
BUY,CO-99455,INTC,2017-01-25,50000,03461578
SELL,CO-99455,INTC,2019-11-13,50000,03461578
BUY,CO-99455,COF,2017-03-31,10000,04825861
SELL,CO-99455,COF,2018-11-01,10000,04825861
BUY,CO-99455,AMD,2017-06-05,70000,08560645
SELL,CO-99455,AMD,2019-03-26,70000,08560645
BUY,CO-99455,CRM,2017-01-18,90000,08484848
SELL,CO-99455,CRM,2019-06-24,90000,08484848
BUY,CO-99455,AMD,2017-02-01,60000,03606153
SELL,CO-99455,AMD,2018-09-17,60000,03606153
BUY,CO-99455,UA,2017-04-04,60000,01184684
SELL,CO-99455,UA,2020-05-26,60000,01184684
BUY,CO-99455,CMG,2017-01-20,50000,04619548
SELL,CO-99455,CMG,2018-11-29,50000,04619548
BUY,CO-99455,AMD,2017-04-18,50000,08846508
SELL,CO-99455,AMD,2020-06-02,50000,08846508
BUY,CO-99455,CMG,2017-06-08,20000,03626361
SELL,CO-99455,CMG,2020-03-06,20000,03626361
BUY,CO-99455,INTC,2017-07-05,50000,09806649
SELL,CO-99455,INTC,2020-04-03,50000,09806649
BUY,CO-99455,AMD,2017-09-06,90000,06602351
SELL,CO-99455,AMD,2019-06-03,90000,06602351
BUY,CO-99455,SQ,2017-09-05,30000,03334409
SELL,CO-99455,SQ,2019-11-18,30000,03334409
BUY,CO-99455,UA,2017-07-20,10000,03724084
SELL,CO-99455,UA,2020-09-14,10000,03724084
BUY,CO-99455,DIS,2017-08-28,90000,09026205
SELL,CO-99455,DIS,2019-06-18,90000,09026205
BUY,CO-99455,DIS,2017-06-28,50000,06956014
SELL,CO-99455,DIS,2020-02-25,50000,06956014
BUY,CO-99455,AMD,2017-09-26,80000,06960623
SELL,CO-99455,AMD,2019-10-01,80000,06960623
BUY,CO-99455,DIS,2017-07-11,60000,01313634
SELL,CO-99455,DIS,2020-03-26,60000,01313634
BUY,CO-99455,COF,2017-09-21,40000,05801937
SELL,CO-99455,COF,2019-08-01,40000,05801937
BUY,CO-99455,UA,2017-05-10,40000,08554243
SELL,CO-99455,UA,2019-03-22,40000,08554243
BUY,CO-99455,SQ,2017-05-15,30000,01123198
SELL,CO-99455,SQ,2019-12-12,30000,01123198
BUY,CO-99455,DIS,2017-01-26,10000,07514365
SELL,CO-99455,DIS,2020-01-31,10000,07514365
BUY,CO-99455,INTC,2017-05-31,20000,03852655
SELL,CO-99455,INTC,2019-05-07,20000,03852655
BUY,CO-99455,INTC,2017-06-09,20000,03659207
SELL,CO-99455,INTC,2020-01-17,20000,03659207
BUY,CO-99455,UA,2017-01-27,30000,01708712
SELL,CO-99455,UA,2018-10-18,30000,01708712
BUY,CO-99455,SQ,2017-07-10,60000,09380064
SELL,CO-99455,SQ,2019-10-21,60000,09380064
BUY,CO-99455,SQ,2017-10-18,50000,01353575
SELL,CO-99455,SQ,2020-01-29,50000,01353575
BUY,CO-99455,COF,2017-06-16,70000,04191532
SELL,CO-99455,COF,2019-06-17,70000,04191532
BUY,CO-99455,COF,2017-08-15,20000,06524274
SELL,CO-99455,COF,2020-07-21,20000,06524274
BUY,CO-99455,SQ,2017-03-17,10000,04110858
SELL,CO-99455,SQ,2019-02-01,10000,04110858
BUY,CO-99455,UA,2017-04-19,20000,07543048
SELL,CO-99455,UA,2019-03-11,20000,07543048
BUY,CO-99455,CRM,2017-01-27,20000,03040025
SELL,CO-99455,CRM,2019-07-30,20000,03040025
BUY,CO-99455,MSFT,2017-01-18,60000,01145424
SELL,CO-99455,MSFT,2020-03-05,60000,01145424
BUY,CO-99455,UA,2017-01-04,30000,01355885
SELL,CO-99455,UA,2019-02-06,30000,01355885
BUY,CO-99455,SQ,2017-10-13,50000,07235611
SELL,CO-99455,SQ,2020-07-27,50000,07235611
BUY,CO-99455,DIS,2017-07-03,90000,09427565
SELL,CO-99455,DIS,2019-11-29,90000,09427565
BUY,CO-99455,COF,2017-04-18,10000,04691430
SELL,CO-99455,COF,2020-02-10,10000,04691430
BUY,CO-99455,INTC,2017-03-22,10000,08579629
SELL,CO-99455,INTC,2020-01-21,10000,08579629
BUY,CO-99455,AMD,2017-10-12,90000,08476623
SELL,CO-99455,AMD,2019-06-26,90000,08476623
BUY,CO-99455,CRM,2017-03-14,60000,02759277
SELL,CO-99455,CRM,2019-01-11,60000,02759277
BUY,CO-99455,MSFT,2017-03-03,70000,09026497
SELL,CO-99455,MSFT,2019-01-07,70000,09026497
BUY,CO-99455,UA,2017-06-30,30000,07257902
SELL,CO-99455,UA,2019-09-25,30000,07257902
BUY,CO-99455,COF,2017-07-12,70000,08573288
SELL,CO-99455,COF,2020-06-25,70000,08573288
BUY,CO-99455,CMG,2017-09-07,80000,07592756
SELL,CO-99455,CMG,2020-01-30,80000,07592756
BUY,CO-99455,INTC,2017-09-06,90000,05597336
SELL,CO-99455,INTC,2020-06-29,90000,05597336
BUY,CO-99455,DIS,2017-07-25,40000,02729693
SELL,CO-99455,DIS,2019-03-05,40000,02729693
BUY,CO-99455,SQ,2017-07-05,80000,01969601
SELL,CO-99455,SQ,2019-07-23,80000,01969601
BUY,CO-99455,SQ,2017-03-01,10000,06200067
SELL,CO-99455,SQ,2019-12-16,10000,06200067
BUY,CO-99455,INTC,2017-05-04,80000,08839536
SELL,CO-99455,INTC,2020-01-31,80000,08839536
BUY,CO-99455,AMD,2017-09-06,30000,05267137
SELL,CO-99455,AMD,2020-09-15,30000,05267137
BUY,CO-99455,MSFT,2017-03-01,10000,04978334
SELL,CO-99455,MSFT,2019-04-25,10000,04978334
BUY,CO-99455,CMG,2017-03-29,70000,06739743
SELL,CO-99455,CMG,2018-11-27,70000,06739743
BUY,CO-99455,INTC,2017-08-23,70000,01414445
SELL,CO-99455,INTC,2019-06-05,70000,01414445
BUY,CO-99455,SQ,2017-05-01,30000,07221694
SELL,CO-99455,SQ,2020-04-28,30000,07221694
BUY,CO-99455,CMG,2017-09-11,40000,07405694
SELL,CO-99455,CMG,2019-11-01,40000,07405694
BUY,CO-99455,CMG,2017-03-28,60000,06648469
SELL,CO-99455,CMG,2019-05-31,60000,06648469
BUY,CO-99455,NKE,2017-06-09,30000,08791371
SELL,CO-99455,NKE,2020-07-17,30000,08791371
BUY,CO-99455,COF,2017-03-09,80000,02054175
SELL,CO-99455,COF,2020-04-22,80000,02054175
BUY,CO-99455,UA,2017-05-10,50000,01654643
SELL,CO-99455,UA,2019-04-10,50000,01654643
BUY,CO-99455,INTC,2017-05-03,10000,06992226
SELL,CO-99455,INTC,2019-08-13,10000,06992226
BUY,CO-99455,CRM,2017-03-02,90000,02751118
SELL,CO-99455,CRM,2019-12-18,90000,02751118
BUY,CO-99455,CRM,2017-01-17,40000,03360389
SELL,CO-99455,CRM,2018-11-26,40000,03360389
BUY,CO-99455,CMG,2017-08-28,20000,04256259
SELL,CO-99455,CMG,2019-11-22,20000,04256259
BUY,CO-99455,SQ,2017-04-06,80000,07892893
SELL,CO-99455,SQ,2019-05-16,80000,07892893
BUY,CO-99455,CMG,2017-03-16,90000,05919405
SELL,CO-99455,CMG,2019-11-25,90000,05919405
BUY,CO-99455,DIS,2017-01-20,80000,01569021
SELL,CO-99455,DIS,2019-02-04,80000,01569021
BUY,CO-99455,AMD,2017-06-19,60000,05308822
SELL,CO-99455,AMD,2020-01-23,60000,05308822
BUY,CO-99455,DIS,2017-09-01,30000,07524663
SELL,CO-99455,DIS,2020-04-22,30000,07524663
BUY,CO-99455,CRM,2017-08-07,10000,04892982
SELL,CO-99455,CRM,2020-03-02,10000,04892982
BUY,CO-99455,MSFT,2017-06-14,50000,05703964
SELL,CO-99455,MSFT,2019-04-02,50000,05703964
BUY,CO-99455,CMG,2017-05-24,20000,01824127
SELL,CO-99455,CMG,2020-02-21,20000,01824127
BUY,CO-99455,CRM,2017-04-21,70000,05814405
SELL,CO-99455,CRM,2019-06-17,70000,05814405
BUY,CO-99455,MSFT,2017-10-11,50000,05253086
SELL,CO-99455,MSFT,2020-07-27,50000,05253086
BUY,CO-99455,SQ,2017-09-20,30000,03608160
SELL,CO-99455,SQ,2020-04-23,30000,03608160
BUY,CO-99455,DIS,2017-03-30,70000,09103303
SELL,CO-99455,DIS,2020-05-15,70000,09103303
BUY,CO-99455,UA,2017-08-25,90000,08692192
SELL,CO-99455,UA,2020-05-13,90000,08692192
BUY,CO-99455,COF,2017-05-09,20000,08597472
SELL,CO-99455,COF,2020-03-04,20000,08597472
BUY,CO-99455,MSFT,2017-07-25,40000,03859768
SELL,CO-99455,MSFT,2020-09-02,40000,03859768
BUY,CO-99455,UA,2017-08-15,90000,07896275
SELL,CO-99455,UA,2020-01-09,90000,07896275
BUY,CO-99455,COF,2017-04-06,70000,01105234
SELL,CO-99455,COF,2019-11-06,70000,01105234
BUY,CO-99455,CRM,2017-02-14,80000,08047785
SELL,CO-99455,CRM,2019-04-12,80000,08047785
BUY,CO-99455,MSFT,2017-08-31,20000,06192868
SELL,CO-99455,MSFT,2019-04-30,20000,06192868
BUY,CO-99455,INTC,2017-10-10,30000,09388698
SELL,CO-99455,INTC,2019-06-07,30000,09388698
BUY,CO-99455,UA,2017-10-11,60000,01952683
SELL,CO-99455,UA,2020-11-05,60000,01952683
BUY,CO-99455,SQ,2017-05-15,30000,06285585
SELL,CO-99455,SQ,2019-03-28,30000,06285585
BUY,CO-99455,CMG,2017-07-31,10000,03827291
SELL,CO-99455,CMG,2020-08-12,10000,03827291
BUY,CO-99455,AMD,2017-08-07,20000,05234123
SELL,CO-99455,AMD,2020-09-01,20000,05234123
BUY,CO-99455,SQ,2017-02-28,20000,05549562
SELL,CO-99455,SQ,2019-02-27,20000,05549562
BUY,CO-99455,CRM,2017-04-18,70000,04273748
SELL,CO-99455,CRM,2020-02-06,70000,04273748
BUY,CO-99455,DIS,2017-09-18,40000,06043711
SELL,CO-99455,DIS,2020-08-20,40000,06043711
BUY,CO-99455,MSFT,2017-06-16,20000,07370782
SELL,CO-99455,MSFT,2019-06-17,20000,07370782
BUY,CO-99455,UA,2017-05-09,70000,01110130
SELL,CO-99455,UA,2020-06-03,70000,01110130
BUY,CO-99455,NKE,2017-07-11,30000,05592835
SELL,CO-99455,NKE,2020-01-15,30000,05592835
BUY,CO-99455,COF,2017-09-14,50000,08690065
SELL,CO-99455,COF,2020-10-26,50000,08690065
BUY,CO-99455,SQ,2017-01-19,50000,01169028
SELL,CO-99455,SQ,2019-04-12,50000,01169028
BUY,CO-99455,UA,2017-06-29,60000,08556183
SELL,CO-99455,UA,2019-09-11,60000,08556183
BUY,CO-99455,INTC,2017-04-12,70000,03173932
SELL,CO-99455,INTC,2019-09-12,70000,03173932
BUY,CO-99455,SQ,2017-08-17,30000,05577635
SELL,CO-99455,SQ,2020-06-17,30000,05577635
BUY,CO-99455,CRM,2017-09-20,70000,01711370
SELL,CO-99455,CRM,2020-10-14,70000,01711370
BUY,CO-99455,SQ,2017-03-14,30000,05417838
SELL,CO-99455,SQ,2020-04-01,30000,05417838
BUY,CO-99455,SQ,2017-07-25,50000,03663823
SELL,CO-99455,SQ,2020-09-08,50000,03663823
BUY,CO-99455,UA,2017-07-10,90000,04962085
SELL,CO-99455,UA,2019-04-04,90000,04962085
BUY,CO-99455,INTC,2017-02-02,20000,03358112
SELL,CO-99455,INTC,2018-11-05,20000,03358112
BUY,CO-99455,SQ,2017-06-20,20000,02004713
SELL,CO-99455,SQ,2019-02-19,20000,02004713
BUY,CO-99455,MSFT,2017-06-08,60000,06855428
SELL,CO-99455,MSFT,2019-05-21,60000,06855428
BUY,CO-99455,CRM,2017-09-06,80000,09259659
SELL,CO-99455,CRM,2020-10-28,80000,09259659
BUY,CO-99455,DIS,2017-05-30,80000,03420471
SELL,CO-99455,DIS,2019-01-09,80000,03420471
BUY,CO-99455,NKE,2017-10-16,70000,03789303
SELL,CO-99455,NKE,2020-09-11,70000,03789303
BUY,CO-99455,CRM,2017-05-15,50000,05302818
SELL,CO-99455,CRM,2019-03-01,50000,05302818
BUY,CO-99455,DIS,2017-07-14,90000,06262488
SELL,CO-99455,DIS,2020-03-30,90000,06262488
BUY,CO-99455,NKE,2017-01-19,60000,03330829
SELL,CO-99455,NKE,2019-07-11,60000,03330829
BUY,CO-99455,CMG,2017-09-28,10000,07753540
SELL,CO-99455,CMG,2019-06-13,10000,07753540
BUY,CO-99455,SQ,2017-04-03,70000,07801753
SELL,CO-99455,SQ,2019-12-06,70000,07801753
BUY,CO-99455,UA,2017-09-21,10000,04227157
SELL,CO-99455,UA,2020-06-10,10000,04227157
BUY,CO-99455,DIS,2017-05-01,40000,04773402
SELL,CO-99455,DIS,2019-03-07,40000,04773402
BUY,CO-99455,SQ,2017-05-31,60000,08805455
SELL,CO-99455,SQ,2019-10-25,60000,08805455
BUY,CO-99455,INTC,2017-07-07,30000,05371388
SELL,CO-99455,INTC,2019-04-23,30000,05371388
BUY,CO-99455,CRM,2017-02-09,60000,08090371
SELL,CO-99455,CRM,2018-11-09,60000,08090371
BUY,CO-99455,INTC,2017-04-25,10000,01904814
SELL,CO-99455,INTC,2020-03-17,10000,01904814
BUY,CO-99455,INTC,2017-06-27,50000,02978618
SELL,CO-99455,INTC,2019-05-14,50000,02978618
BUY,CO-99455,COF,2017-08-04,60000,04186457
SELL,CO-99455,COF,2020-01-30,60000,04186457
BUY,CO-99455,MSFT,2017-10-06,40000,03955936
SELL,CO-99455,MSFT,2020-06-03,40000,03955936
BUY,CO-99455,CRM,2017-04-03,50000,07547915
SELL,CO-99455,CRM,2019-06-17,50000,07547915
BUY,CO-99455,COF,2017-10-12,80000,08403787
SELL,CO-99455,COF,2020-01-13,80000,08403787
BUY,CO-99455,UA,2017-06-19,30000,09048544
SELL,CO-99455,UA,2020-05-27,30000,09048544
BUY,CO-99455,CMG,2017-03-29,10000,01112193
SELL,CO-99455,CMG,2019-11-22,10000,01112193
BUY,CO-99455,INTC,2017-06-19,10000,03034929
SELL,CO-99455,INTC,2020-03-20,10000,03034929
BUY,CO-99455,SQ,2017-04-24,70000,03601770
